message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,hour_of_day,day_of_week,is_weekend,is_late_night,has_media,is_image,is_voice,is_forwarded,msg_char_len,msg_word_count,has_urgency_word,has_scam_word,has_financial_word,has_url,has_phone_number,has_mention,exclamation_count,question_mark_present,all_caps_ratio,has_prompt_injection_attempt,dnd_start_hr,dnd_end_hr,recv_reply_rate_30d,recv_dismiss_rate_30d,recv_report_rate_30d,avg_notifications_sent_per_day,avg_dismiss_rate,is_within_recv_dnd,verified,category,account_age_days,messages_sent_30d,user_reports_30d,biz_report_rate_30d,domain_mismatch,sender_domain_much_younger,official_domain_missing,hist_msg_count,hist_open_rate,hist_reply_rate,hist_dismiss_rate,hist_mute_rate,hist_report_rate,hist_avg_reaction_min,why_user_knows_account,allows_promotions,opted_out_of_promotions,activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,never_replied,days_since_last_activity,rel_dismiss_rate_30d,rel_reply_rate_30d,has_prior_relationship,group_name,group_type,member_count,admin_count,group_age_days,messages_per_member_30d,admin_ratio,hist_group_msg_count,hist_group_open_rate,hist_group_reply_rate,hist_group_dismiss_rate,hist_group_report_rate,sender_is_group_admin,sender_group_tenure_days,sender_group_read_rate,sender_group_reply_rate,sender_has_muted_group,hist_sender_msg_count,hist_sender_open_rate,hist_sender_reply_rate,hist_sender_dismiss_rate,hist_sender_mute_rate,hist_sender_report_rate,sender_own_report_rate_30d
msg_060,u_016,group,group_012,,u_045,2026-07-23 18:02:00,Reminder from Faculty Advising: internship approval forms close at 5 PM today. Submit the supervisor email and offer letter before the portal locks. Late entries won't be accepted.,image,img_012,0,18.033333333333335,3,0,0,1,1,0,0,180,28,0,1,0,0,0,0,0,0,0.047619047619047616,0,22.0,7.0,0.29069767441860467,0.43023255813953487,0.023255813953488372,5.714285714285714,0.37216553287981863,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,University of Toronto Faculty Advising,college_faculty,72.0,2.0,513.0,3.8333333333333335,0.027777777777777776,7.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,1.0,838.0,1.6,0.125,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0
msg_004,u_003,business,,business_004,,2026-07-23 14:26:00,"Dear Customer, Your health-related update is ready for review. Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time. Team Care Services",,,0,14.433333333333334,3,0,0,0,0,0,0,195,28,0,1,0,0,0,0,0,0,0.043478260869565216,0,21.5,7.5,0.23728813559322035,0.4067796610169492,0.01694915254237288,5.642857142857143,0.30357142857142855,0,1.0,healthcare,1048.0,1372.0,6.0,0.004373177842565598,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,upcoming_clinic_appointment,0.0,0.0,2.0,6.0,1.0,1.0,0.0,13.0,0.16666666666666666,0.16666666666666666,1,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_030,u_033,group,group_005,,u_048,2026-07-19 20:02:00,"Selling a barely used Myntra kurta set, size M. Bought last month and worn once, no damage. Pickup near Gate 2 this weekend, DM if interested. Price final at Rs 850.",image,img_008,3,20.033333333333335,6,1,0,1,1,0,1,165,31,0,0,0,0,0,0,0,0,0.08064516129032258,0,22.0,8.0,0.14285714285714285,3.6666666666666665,0.14285714285714285,11.071428571428571,0.5036047286047286,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,111.0,2.1666666666666665,0.07692307692307693,0.0,24.0,0.5833333333333334,0.25,0.4166666666666667,0.4166666666666667,0.0,0.018518518518518517
msg_045,u_010,group,group_010,,u_047,2026-07-21 19:33:00,"Hi, I am at your gate with the Amazon package. Security is not allowing entry without flat confirmation, so please pick up or confirm in the next 10 minutes. I have two more deliveries after this.",,,0,19.55,1,0,0,0,0,0,0,196,36,0,0,0,0,0,0,0,0,0.032467532467532464,0,22.5,7.5,0.1590909090909091,1.3409090909090908,0.0,7.785714285714286,0.38441558441558443,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Maple Heights Residents,society,156.0,3.0,861.0,3.980769230769231,0.019230769230769232,5.0,1.0,0.4,0.0,0.0,0.0,674.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0851063829787234
msg_052,u_016,business,,business_064,,2026-07-22 17:13:00,"Refund update Dear Customer, Your food order refund could not be processed automatically. Check the wallet details from the link shared here to release the amount today. Reply STOP to opt out.",,,2,17.216666666666665,2,0,0,0,0,0,1,192,32,0,1,1,0,0,0,0,0,0.06369426751592357,0,22.0,7.0,0.29069767441860467,0.43023255813953487,0.023255813953488372,5.714285714285714,0.37216553287981863,0,0.0,food_delivery,26.0,1178.0,61.0,0.05178268251273345,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_009,u_008,group,group_018,,u_054,2026-07-30 08:56:00,"Cricket highlights tonight? I will start a thread after dinner if people are watching. No pressure, mute the thread if scores get too much.",,,0,8.933333333333334,3,0,0,0,0,0,0,139,24,0,0,0,0,0,0,0,1,0.026785714285714284,0,23.5,7.5,0.30851063829787234,0.5212765957446809,0.010638297872340425,6.571428571428571,0.41853741496598634,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Match Night Crew,sports,83.0,1.0,544.0,3.746987951807229,0.012048192771084338,5.0,1.0,0.0,0.0,0.0,0.0,470.0,1.7,0.11764705882352941,0.0,35.0,1.0,0.08571428571428572,0.0,0.0,0.0,0.03125
msg_071,u_012,group,group_008,,u_041,2026-07-18 08:07:00,"Kal milte hain... shayad doctor ya dinner ka plan bol rahe hain, exact time clear nahi hai. Main baad me confirm kar dunga.",,,0,8.116666666666667,5,1,0,0,0,0,0,123,23,0,0,0,0,0,0,0,0,0.021052631578947368,0,23.0,7.0,0.22413793103448276,0.29310344827586204,0.06896551724137931,7.5,0.16496598639455784,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Extended Family,extended_family,24.0,1.0,1182.0,5.25,0.041666666666666664,9.0,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,1078.0,2.090909090909091,0.08695652173913043,0.0,24.0,0.9166666666666666,0.5416666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.028985507246376812
msg_016,u_005,group,group_005,,u_050,2026-07-19 06:38:00,Support alert: account blocked unless you login now. Use account-login.in and complete verification in 30 mins.,,,2,6.633333333333333,6,1,0,0,0,0,1,111,16,1,1,1,1,0,0,0,0,0.02247191011235955,0,22.5,7.0,0.273972602739726,0.4657534246575342,0.0,6.428571428571429,0.39665532879818594,1,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,207.0,3.0,0.0,0.0,22.0,0.45454545454545453,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0
msg_065,u_008,business,,business_067,,2026-07-30 12:33:00,You just dropped something... A limited shopping benefit is available on items you recently viewed. Check the details in the app before the offer expires. Reply STOP to unsubscribe,image,img_010,0,12.55,3,0,0,1,1,0,0,180,29,1,0,0,0,0,0,0,0,0.05442176870748299,0,23.5,7.5,0.30851063829787234,0.5212765957446809,0.010638297872340425,6.571428571428571,0.41853741496598634,0,1.0,retail,3379.0,4081.0,6.0,0.001470227885322225,0.0,1.0,0.0,7.0,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.0,120.0,active_retail_membership,1.0,0.0,7.0,8.0,0.0,1.0,0.0,13.0,0.0,0.125,1,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_038,u_035,group,group_016,,u_051,2026-07-22 21:51:00,"URGENT share with everyone before midnight for good luck. Do not break the chain. Forward to at least 10 people, seriously don't ignore.",,,10,21.85,2,0,0,0,0,0,1,136,23,1,0,0,0,0,0,0,0,0.07476635514018691,0,23.5,7.5,0.2857142857142857,0.3076923076923077,0.0,9.714285714285714,0.19694749694749694,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Nritya Dance Class,dance_class,61.0,1.0,773.0,3.2295081967213113,0.01639344262295082,6.0,0.0,0.0,1.0,0.0,0.0,869.0,0.0,0.0,1.0,29.0,0.034482758620689655,0.0,0.9655172413793104,0.9655172413793104,0.0,0.02666666666666667
msg_086,u_004,business,,business_092,,2026-07-19 07:38:00,,voice,vn_009,0,7.633333333333333,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6.5,0.25757575757575757,0.4393939393939394,0.045454545454545456,7.785714285714286,0.28535353535353536,0,1.0,travel,4304.0,5156.0,4.0,0.0007757951900698216,1.0,1.0,0.0,12.0,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.0,105.25,confirmed_travel_booking,1.0,0.0,4.0,5.0,1.0,1.0,0.0,13.0,0.2,0.2,1,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_014,u_007,business,,business_094,,2026-07-29 19:26:00,"New here? 50% Off Won't Wait! Welcome! Get 50% off with TRY50. But hurry, it might expire soon. Ready to place your first order? Use it now! T&C apply. Reply STOP to unsubscribe",,,0,19.433333333333334,2,0,0,0,0,0,0,177,33,1,1,0,0,0,0,3,1,0.15079365079365079,0,22.0,7.0,0.13636363636363635,1.5454545454545454,0.045454545454545456,8.0,0.4563492063492064,0,1.0,food_delivery,4378.0,5242.0,6.0,0.0011446012972148034,0.0,1.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,0.0,120.0,food_promotions_opted_out,0.0,1.0,3.0,0.0,9.0,0.0,1.0,58.0,0.0,0.0,1,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_094,u_040,business,,business_012,,2026-07-22 07:26:00,"Dear Customer, Welcome offer: get 40% off selected beauty and wellness products today. Tap below to shop the collection before the launch discount ends tonight. Tap below to view details.",,,0,7.433333333333334,2,0,0,0,0,0,0,187,30,0,0,0,0,0,0,0,0,0.03333333333333333,0,0.0,7.0,0.11764705882352941,4.764705882352941,0.23529411764705882,10.928571428571429,0.5041708291708292,0,1.0,beauty,1344.0,1716.0,5.0,0.002913752913752914,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_029,u_032,group,group_005,,u_048,2026-07-18 18:56:00,"Selling a barely used Myntra kurta set, size M. Bought last month and worn once, no damage. Pickup near Gate 2 this weekend, DM if interested. Price final at Rs 850.",image,img_008,8,18.933333333333334,5,1,0,1,1,0,1,165,31,0,0,0,0,0,0,0,0,0.08064516129032258,0,23.0,7.0,0.24285714285714285,0.18571428571428572,0.05714285714285714,7.0,0.13214285714285715,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,111.0,2.1666666666666665,0.07692307692307693,0.0,24.0,0.5833333333333334,0.25,0.4166666666666667,0.4166666666666667,0.0,0.018518518518518517
msg_105,u_014,personal,,,u_051,2026-07-24 15:33:00,Forwarded health tip: stop all tablets for three days and drink this herbal mix instead. Share with elders before night. Sending because it sounded important.,,,7,15.55,4,0,0,0,0,0,1,158,25,0,0,0,0,0,0,0,0,0.023076923076923078,0,21.5,6.5,0.2638888888888889,0.375,0.041666666666666664,4.571428571428571,0.4178571428571428,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,0.0,,,,,,,,,,29.0,0.034482758620689655,0.0,0.9655172413793104,0.9655172413793104,0.0,0.02666666666666667
msg_002,u_010,group,group_004,,u_046,2026-07-19 10:13:00,@u_010 can you call before the client meeting? Need literally 2 mins on the refund edge case. I don't want to explain it wrong in front of them.,,,0,10.216666666666667,6,1,0,0,0,0,0,144,28,0,1,0,0,0,1,0,1,0.018691588785046728,0,22.5,7.5,0.1590909090909091,1.3409090909090908,0.0,7.785714285714286,0.38441558441558443,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Checkout Platform Co-workers,coworker,28.0,3.0,414.0,18.285714285714285,0.10714285714285714,13.0,1.0,0.9230769230769231,0.0,0.0,1.0,906.0,1.0,0.42857142857142855,0.0,22.0,1.0,0.9090909090909091,0.0,0.0,0.0,0.05
msg_010,u_002,business,,business_096,,2026-07-22 10:02:00,"Thank you for choosing PVR Cinemas, We would love to hear about your experience with us. Please click the link to give your valuable feedback.",,,0,10.033333333333333,2,0,0,0,0,0,0,142,25,0,1,0,0,0,0,0,0,0.06086956521739131,0,23.0,8.0,0.21153846153846154,0.36538461538461536,0.07692307692307693,7.357142857142857,0.19413265306122449,0,1.0,cinema,4452.0,5328.0,8.0,0.0015015015015015015,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,120.0,recent_movie_feedback,0.0,0.0,5.0,6.0,0.0,0.0,1.0,132.0,0.0,0.0,1,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
msg_078,u_040,group,group_005,,u_049,2026-07-28 07:51:00,"Open this document urgently, benefit approval is pending. Fill bank details on first page and send screenshot after submission.",,,10,7.85,1,0,0,0,0,0,1,127,19,0,0,1,0,0,0,0,0,0.018867924528301886,0,0.0,7.0,0.11764705882352941,4.764705882352941,0.23529411764705882,10.928571428571429,0.5041708291708292,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,128.0,2.0,0.0,0.0,21.0,0.23809523809523808,0.0,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.04918032786885246
msg_013,u_035,group,group_012,,u_048,2026-07-25 16:19:00,"Imported recliner discount today only. Warehouse pickup, cash or UPI ok. Buyer cancelled so need to clear it fast. Message only if serious.",,,0,16.316666666666666,5,1,0,0,0,0,0,139,23,1,0,1,0,0,0,0,0,0.0625,0,23.5,7.5,0.2857142857142857,0.3076923076923077,0.0,9.714285714285714,0.19694749694749694,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,University of Toronto Faculty Advising,college_faculty,72.0,2.0,513.0,3.8333333333333335,0.027777777777777776,7.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.0,303.0,5.0,0.0,0.0,24.0,0.5833333333333334,0.25,0.4166666666666667,0.4166666666666667,0.0,0.018518518518518517
msg_018,u_002,group,group_005,,u_050,2026-07-23 10:51:00,"Congrats, your number was selected for reward. Claim today before voucher expires.",,,9,10.85,3,0,0,0,0,0,1,82,12,1,1,0,0,0,0,0,0,0.029411764705882353,0,23.0,8.0,0.21153846153846154,0.36538461538461536,0.07692307692307693,7.357142857142857,0.19413265306122449,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,207.0,3.0,0.0,0.0,22.0,0.45454545454545453,0.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.0
msg_044,u_004,group,group_005,,u_049,2026-07-19 17:26:00,Account security at risk. Verify OTP now or profile will be restricted today. Open the link and finish it quickly to avoid permanent block.,,,2,17.433333333333334,6,1,0,0,0,0,1,139,24,1,1,1,0,0,0,0,0,0.05309734513274336,0,0.0,6.5,0.25757575757575757,0.4393939393939394,0.045454545454545456,7.785714285714286,0.28535353535353536,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,Myntra Marketplace,marketplace,241.0,1.0,204.0,3.995850622406639,0.004149377593360996,50.0,0.44,0.08,0.56,0.34,0.0,128.0,2.0,0.0,0.0,21.0,0.23809523809523808,0.0,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.04918032786885246
