message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,not_opened
message_0049,u_032,group,group_005,,u_048,2026-05-22 12:57:00,"Selling a denim jacket, size M. I can send close-up photos on DM and keep it aside till evening if pickup works.",,,0,1,0,120.0,0,0,0,0
message_0351,u_038,business,,business_067,,2026-03-04 07:08:00,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",,,0,1,0,120.0,0,0,0,0
message_0102,u_002,business,,business_002,,2026-04-03 07:12:00,Monthly account statement is ready. Review the amount due and reward points in the app. This update is from HDFC Bank.,,,0,1,0,120.0,0,0,0,0
message_0164,u_040,group,group_014,,u_052,2026-05-14 17:24:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0123,u_001,group,group_001,,u_051,2026-04-09 07:17:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,0,0,,1,1,0,1
message_0205,u_019,business,,business_061,,2026-05-16 12:31:00,Grab: your ride booking for today is confirmed. Driver details will appear closer to pickup.,,,0,1,1,2.0,0,0,0,0
message_0202,u_005,group,group_005,,u_050,2026-04-16 12:12:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0273,u_012,business,,business_093,,2026-03-07 07:17:00,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",,,0,1,0,120.0,0,0,0,0
message_0184,u_005,group,group_005,,u_050,2026-05-10 12:24:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0060,u_010,group,group_004,,u_046,2026-03-22 07:03:00,Prod review got pulled earlier. Please keep failed-payment screenshots and retry backlog ready.,,,0,1,1,2.0,0,0,0,0
message_0092,u_002,group,group_005,,u_050,2026-06-13 17:12:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0138,u_001,business,,business_095,,2026-03-19 07:52:00,Polaris event update: registered participants can review session details through the survey link.,,,0,1,0,120.0,0,0,0,0
message_0105,u_001,business,,business_001,,2026-05-03 07:31:00,Order ending 4821 is packed and should reach the local hub tonight. This update is from Amazon.,,,0,1,1,2.0,0,0,0,0
message_0025,u_033,group,group_005,,u_049,2026-04-16 12:31:00,Pending charge found. Pay now through link or service may stop today.,,,0,0,0,,1,1,1,1
message_0299,u_021,business,,business_092,,2026-03-30 17:57:00,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,1,0,120.0,0,0,0,0
message_0199,u_009,group,group_005,,u_049,2026-03-17 12:57:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,1,0,9.0,0,0,0,0
message_0293,u_019,business,,business_107,,2026-03-03 17:17:00,"Dear Customer,

Your 7 PM contemporary dance class is confirmed. Studio asks students to arrive 10 minutes early. This update is from ClassPass.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0365,u_006,personal,,,u_050,2026-05-17 17:31:00,Your school refund is approved. Send bank details and OTP to release it before office closes.,,,0,0,0,,1,1,1,1
message_0006,u_004,group,group_006,,u_054,2026-04-30 07:39:00,"@u_004 are you coming today? If yes I'll keep one cab seat. If not, tell before 5 because booking final.",,,0,1,1,2.0,0,0,0,0
message_0215,u_011,group,group_002,,u_043,2026-03-06 17:31:00,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,1,1,2.0,0,0,0,0
message_0163,u_040,group,group_014,,u_052,2026-05-04 12:17:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,0,0,,1,1,1,1
message_0258,u_007,business,,business_094,,2026-03-28 07:52:00,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0237,u_011,group,group_011,,u_053,2026-03-22 07:46:00,Someone DM'd me a 'maintenance quick pay' QR from a new number. Looks odd. Admin pls confirm before anyone scans.,,,0,0,0,,1,1,1,1
message_0328,u_030,group,group_020,,u_043,2026-06-24 12:52:00,Lift 2 is stuck between floors; technician is on the way. Use staircase or Lift 1 until resolved.,,,0,1,1,2.0,0,0,0,0
message_0009,u_035,group,group_009,,u_042,2026-05-30 07:57:00,"Good morning family, have a peaceful day.",,,0,1,0,120.0,0,0,0,0
message_0216,u_011,group,group_002,,u_043,2026-03-16 07:39:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0095,u_032,group,group_005,,u_049,2026-07-13 17:31:00,"Selling a barely used kurta set, size M. Pickup near Gate 2 this weekend, DM if interested.",,,0,0,0,,1,1,0,1
message_0044,u_011,group,group_002,,u_043,2026-04-02 17:24:00,Admin reminder: maintenance only through app/office QR by 5 PM. Receipts reconciled after 7.,,,0,1,1,2.0,0,0,0,0
message_0019,u_005,group,group_012,,u_048,2026-03-20 12:57:00,Sofa set + 4 dining chairs available. Buyer cancelled. Pickup today from basement parking. DM for price.,,,0,0,0,,1,1,0,1
message_0137,u_001,business,,business_095,,2026-03-09 17:46:00,Short 3-minute industry survey on fresh graduate expectations. This update is from Polaris School of Technology.,,,0,1,0,120.0,0,0,0,0
message_0275,u_013,business,,business_050,,2026-07-10 17:31:00,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,1,1,2.0,0,0,0,0
message_0406,u_024,business,,business_099,,2026-06-21 12:39:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",image,img_014,0,1,0,120.0,0,0,0,0
message_0127,u_015,business,,business_097,,2026-05-19 12:46:00,payout verification blocked. Upload PAN and bank OTP at razorpayx-payouts.com. This message claims to be from RazorpayX Global Desk.,,,0,0,0,,1,1,1,1
message_0179,u_011,group,group_002,,u_043,2026-03-21 17:57:00,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,1,1,2.0,0,0,0,0
message_0367,u_007,personal,,,u_041,2026-06-06 12:46:00,Call me now. I am outside the hospital gate and need to decide whether to wait or come back.,,,0,1,1,2.0,0,0,0,0
message_0268,u_010,personal,,,u_054,2026-06-03 12:52:00,Did you eat dinner? I left some dal in the fridge if you come late.,,,0,1,0,120.0,0,0,0,0
message_0177,u_003,group,group_001,,u_051,2026-03-01 07:46:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,0,0,,1,1,0,1
message_0021,u_012,business,,business_098,,2026-04-09 07:08:00,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0400,u_010,business,,business_001,,2026-04-22 12:03:00,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",image,img_007,0,1,1,2.0,0,0,0,0
message_0325,u_029,group,group_023,,u_054,2026-05-25 12:31:00,Sharing the alumni meetup poster here. Register only if you are in town.,,,2,1,0,120.0,0,0,0,0
message_0386,u_037,personal,,,u_054,2026-05-23 17:39:00,Restaurant changed our booking to 8:30. Still okay for you? Reply when free.,,,0,1,0,120.0,0,0,0,0
message_0380,u_028,personal,,,u_046,2026-04-26 17:03:00,Please check the AWS finding now. The IAM role touched production billing export and the alert is marked high.,,,0,1,1,2.0,0,0,0,0
message_0194,u_003,group,group_001,,u_051,2026-07-16 17:24:00,drink warm water every hour and send this to all family groups.,,,12,0,0,,1,1,0,1
message_0187,u_007,business,,business_067,,2026-05-07 12:46:00,One-day online sale on home storage and decor. This update is from Target Circle.,,,0,0,0,,1,1,0,1
message_0315,u_026,business,,business_005,,2026-03-19 07:31:00,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,0,0,,1,1,0,1
message_0099,u_011,group,group_011,,u_044,2026-03-04 07:57:00,New member posted a separate maintenance payment link and said it updates faster than the society app.,,,0,0,0,,1,1,0,1
message_0155,u_014,business,,business_032,,2026-07-01 17:31:00,Your prescription refill is ready. We will hold it till 8 PM. This update is from Green Cross Pharmacy.,,,0,1,1,2.0,0,0,0,0
message_0042,u_003,group,group_001,,u_051,2026-04-15 07:12:00,Good morning. Have a blessed day.,,,0,0,0,,1,1,0,1
message_0168,u_001,group,group_001,,u_041,2026-05-21 07:52:00,Clinic timing may change. Keep your phone nearby in case I need to decide quickly.,,,0,1,1,2.0,0,0,0,0
message_0387,u_037,personal,,,u_041,2026-06-02 07:46:00,Hotel reception called. They need your ID before 6 PM or the room preference will be released.,,,0,1,1,2.0,0,0,0,0
message_0378,u_023,personal,,,u_047,2026-04-06 07:52:00,I am downstairs with your food order. Security is asking for flat confirmation before letting me in.,,,0,1,1,2.0,0,0,0,0
message_0394,u_003,business,,business_107,,2026-03-26 12:24:00,"Dear Customer,

Your Chalo Bharat Walkathon timing card is ready. Result link opens after 5 PM today.

Tap below to view details.",image,img_001,0,1,1,2.0,0,0,0,0
message_0058,u_001,group,group_002,,u_043,2026-03-02 12:52:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0090,u_027,group,group_005,,u_049,2026-05-24 07:03:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0120,u_016,group,group_023,,u_054,2026-04-12 07:03:00,Student group note: capstone doubts can be discussed tomorrow. No urgent deadline tonight.,,,0,1,0,120.0,0,0,0,0
message_0397,u_028,group,group_004,,u_046,2026-03-23 12:46:00,Incident review invite attached. Please check the guest list and RSVP before standup.,image,img_004,0,1,1,2.0,0,0,0,0
message_0272,u_012,business,,business_092,,2026-07-13 17:12:00,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,1,0,120.0,0,0,0,0
message_0170,u_010,group,group_004,,u_046,2026-06-10 17:03:00,Prod review got pulled earlier. Please keep failed-payment screenshots and retry backlog ready.,,,0,1,1,2.0,0,0,0,0
message_0395,u_025,business,,business_027,,2026-04-05 17:31:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",image,img_002,0,1,1,2.0,0,0,0,0
message_0241,u_001,group,group_001,,u_051,2026-05-01 12:08:00,drink ajwain water every morning and send this to all family groups for good health.,,,12,0,0,,1,1,0,1
message_0201,u_005,group,group_005,,u_050,2026-04-06 07:08:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,0,0,,1,1,1,1
message_0136,u_007,group,group_001,,u_051,2026-07-15 12:39:00,drink warm water every hour and send this to all family groups.,,,12,0,0,,1,1,0,1
message_0404,u_016,group,group_012,,u_045,2026-06-01 17:24:00,Faculty deadline poster attached. The portal closes today evening.,image,img_012,0,1,1,2.0,0,0,0,0
message_0292,u_018,group,group_018,,u_054,2026-07-09 12:12:00,Spain vs Argentina final watch party? I can book the table if five people confirm.,,,2,1,0,120.0,0,0,0,0
message_0144,u_004,group,group_005,,u_049,2026-04-15 07:24:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0341,u_035,business,,business_030,,2026-04-11 17:08:00,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,1,0,120.0,0,0,0,0
message_0238,u_028,personal,,,u_049,2026-04-01 12:52:00,Your workspace access will expire today. Reply with the 6 digit login code you just received so we can keep your account active.,,,0,0,0,,1,1,1,1
message_0196,u_009,group,group_005,,u_050,2026-03-20 12:39:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,1,0,9.0,0,0,0,0
message_0297,u_020,business,,business_001,,2026-03-10 07:46:00,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",,,0,1,1,2.0,0,0,0,0
message_0073,u_008,group,group_018,,u_054,2026-06-27 12:17:00,"Match plan is not fixed yet. I will put a poll at night, check whenever free.",,,0,1,0,120.0,0,0,0,0
message_0246,u_003,business,,business_032,,2026-05-18 07:39:00,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,1,1,2.0,0,0,0,0
message_0159,u_016,business,,business_064,,2026-03-25 07:57:00,Talabat Refund Desk: refund could not be processed. Enter wallet and card details at talabat-refund.com.,,,0,0,0,,1,1,1,1
message_0197,u_012,group,group_008,,u_041,2026-03-30 17:46:00,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,1,0,120.0,0,0,0,0
message_0130,u_011,group,group_002,,u_043,2026-06-18 12:03:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0329,u_031,business,,business_095,,2026-07-04 17:57:00,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,1,1,2.0,0,0,0,0
message_0078,u_001,group,group_001,,u_051,2026-07-14 07:52:00,drink warm water every hour and send this to all family groups.,,,12,0,0,,1,1,0,1
message_0039,u_001,group,group_001,,u_051,2026-03-16 07:57:00,"Sharing this here: ancient remedy for health, everyone should follow. Share with family.",,,12,0,0,,1,1,0,1
message_0311,u_025,business,,business_096,,2026-06-25 17:08:00,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,1,0,120.0,0,0,0,0
message_0081,u_035,group,group_012,,u_048,2026-03-28 07:08:00,Route B bus is leaving 15 minutes early today because the main signal road is blocked.,,,0,0,0,,1,1,0,1
message_0178,u_003,group,group_001,,u_051,2026-03-11 12:52:00,drink warm water every hour and send this to all family groups.,,,12,0,0,,1,1,0,1
message_0050,u_033,group,group_005,,u_048,2026-06-01 17:03:00,"Selling a denim jacket, size M. Pickup near Gate 2 today only. Message fast, two people already asked.",,,0,0,0,,1,1,0,1
message_0118,u_004,group,group_004,,u_046,2026-03-23 12:52:00,Prod review got pulled earlier. Please keep failed-payment screenshots and retry backlog ready.,,,0,1,1,2.0,0,0,0,0
message_0296,u_020,business,,business_091,,2026-04-02 17:39:00,"Dear Customer,

Now that you finally have Hoop products in your hands, we'd love quick feedback: how has your experience been using the Pain Relief Roll On?

Tap below to view details.",,,0,1,0,120.0,0,0,0,0
message_0331,u_031,group,group_003,,u_045,2026-06-21 12:08:00,"Reminder: science project models should be sent tomorrow morning, not today.",,,0,1,1,2.0,0,0,0,0
message_0031,u_010,business,,business_001,,2026-06-15 12:08:00,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",,,0,1,1,2.0,0,0,0,0
message_0087,u_005,group,group_005,,u_050,2026-05-27 07:46:00,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,0,0,,1,1,1,1
message_0405,u_039,group,group_007,,u_054,2026-06-11 07:31:00,Alumni meetup poster attached. Register if you are in town this weekend.,image,img_013,1,1,0,120.0,0,0,0,0
message_0013,u_001,group,group_001,,u_051,2026-06-06 12:17:00,Good morning. Have a blessed day.,,,0,0,0,,1,1,0,1
message_0151,u_011,group,group_011,,u_053,2026-06-24 12:08:00,Admin notice: access card penalty has to be cleared today. Scan this QR and send screenshot after payment.,,,0,0,0,,1,1,1,1
message_0011,u_002,business,,business_096,,2026-05-17 17:08:00,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,1,0,120.0,0,0,0,0
message_0263,u_009,business,,business_002,,2026-05-17 17:17:00,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,1,1,2.0,0,0,0,0
message_0361,u_001,personal,,,u_049,2026-05-10 12:08:00,"Hi dear, your courier could not be delivered. Pay Rs 28 reattempt fee now or parcel returns tonight.",,,0,0,0,,1,1,1,1
message_0389,u_040,personal,,,u_052,2026-06-22 17:57:00,Land token link closes tonight. Pay now and registry papers will be shared later.,,,1,0,0,,1,1,1,1
message_0324,u_029,business,,business_001,,2026-05-15 07:24:00,"Hello,

Your office pantry supplies are out for delivery between 3 PM and 5 PM.

The delivery partner may call from a masked number once they reach reception.

Team Amazon Business",,,0,1,1,2.0,0,0,0,0
message_0284,u_016,group,group_012,,u_045,2026-05-23 17:24:00,Faculty Advising: internship approval form closes at 5 PM today. Upload offer letter and supervisor email before the portal locks.,,,0,1,1,2.0,0,0,0,0
message_0157,u_007,business,,business_003,,2026-03-05 12:46:00,sale reminder: weekend coupon expires tonight. Extra savings may apply on selected categories. This update is from Flipkart.,,,0,0,0,,1,1,0,1
message_0076,u_002,business,,business_096,,2026-03-11 12:39:00,PVRINOX feedback reminder: share your movie experience whenever convenient through the app link.,,,0,1,0,120.0,0,0,0,0
message_0153,u_018,business,,business_060,,2026-07-14 07:17:00,Return pickup for order SG-419 has been assigned for Friday afternoon. This update is from Shopee.,,,0,1,1,2.0,0,0,0,0
message_0098,u_011,group,group_002,,u_043,2026-03-27 17:52:00,"Accounts update: late fee starts after Friday 5 PM. If you paid by transfer, show the receipt at the office.",,,0,1,1,2.0,0,0,0,0
message_0291,u_018,business,,business_060,,2026-06-29 07:08:00,"Dear Customer,

Return pickup for order SG-419 has been assigned for Friday afternoon. This update is from Shopee.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0150,u_011,group,group_011,,u_043,2026-06-14 07:03:00,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,1,1,2.0,0,0,0,0
message_0041,u_010,group,group_004,,u_046,2026-04-05 17:08:00,@u_010 file upload done? Waiting before I send final status to client.,,,0,1,1,2.0,0,0,0,0
message_0398,u_037,business,,business_108,,2026-04-02 17:52:00,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",image,img_005,0,1,0,120.0,0,0,0,0
message_0304,u_022,group,group_019,,u_046,2026-05-19 12:24:00,Need approval on vendor payout sheet before 3 PM or the Friday batch will slip.,,,0,1,1,2.0,0,0,0,0
message_0204,u_040,group,group_022,,u_052,2026-05-06 07:24:00,"Launching 1200 sqft plots near the highway. Token booking closes tonight, site visit details after payment.",,,0,0,0,,1,1,1,1
message_0033,u_012,business,,business_092,,2026-06-02 07:17:00,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,1,0,120.0,0,0,0,0
message_0064,u_003,business,,business_004,,2026-05-01 12:24:00,Your uploaded report is available in the app. Doctor review is linked to tomorrow's appointment. This update is from Apollo 24|7.,,,0,1,1,2.0,0,0,0,0
message_0207,u_016,business,,business_064,,2026-06-05 07:46:00,Talabat Refund Desk: refund could not be processed automatically. Enter wallet details at talabat-refund.com.,,,0,0,0,,1,1,1,1
message_0209,u_006,group,group_003,,u_045,2026-05-23 17:57:00,Route B bus is leaving 15 minutes early today because the main signal road is blocked.,,,0,1,1,2.0,0,0,0,0
message_0048,u_040,business,,business_098,,2026-05-12 07:52:00,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,0,0,,1,1,0,1
message_0343,u_035,group,group_018,,u_054,2026-05-01 12:17:00,LIVE: Spain vs Argentina watch link and score thread. Mute after kickoff if notifications get too much.,,,0,1,0,120.0,0,0,0,0
message_0254,u_006,business,,business_006,,2026-07-04 17:24:00,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0320,u_028,business,,business_106,,2026-04-05 17:03:00,"Hello,

We are sharing an update about your cloud security workspace.

Please review the finding details, affected resource, and recommended action in the console.

Team AWS Security Hub",,,0,1,1,2.0,0,0,0,0
message_0193,u_003,group,group_001,,u_051,2026-07-06 12:17:00,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,0,0,,1,1,0,1
message_0174,u_009,group,group_005,,u_050,2026-03-04 07:24:00,"Imported recliner discount today only. Warehouse pickup, cash or UPI accepted.",,,0,0,0,,1,1,0,1
message_0279,u_014,business,,business_032,,2026-04-03 07:57:00,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,1,1,2.0,0,0,0,0
message_0088,u_005,group,group_005,,u_050,2026-05-04 12:52:00,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,0,0,,1,1,1,1
message_0330,u_031,business,,business_014,,2026-06-11 07:03:00,"Dear Customer,

School fee receipt is generated for term 2. Download from parent portal.

Tap below to view details.",,,0,1,1,2.0,0,0,0,0
message_0373,u_014,personal,,,u_051,2026-03-20 12:17:00,Forwarded health tip: avoid all tablets and use this herbal mix instead. Share with elders urgently.,,,9,0,0,,1,1,0,1
message_0161,u_005,group,group_021,,u_054,2026-04-14 17:08:00,Global Stock Watch: weekly semiconductor thread with Nvidia and TSMC research links. No intraday call.,,,0,1,0,120.0,0,0,0,0
message_0379,u_023,personal,,,u_052,2026-04-16 12:57:00,"Fresh biryani boxes available, order fast and pay advance to reserve.",,,2,0,0,,1,1,0,1
message_0046,u_024,group,group_008,,u_041,2026-04-22 12:39:00,"Hey, just checking if you had dinner. No rush, call me whenever you are free.",,,0,1,0,120.0,0,0,0,0
message_0034,u_007,business,,business_092,,2026-06-12 12:24:00,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,0,0,,1,1,0,1
message_0390,u_032,group,group_005,,u_048,2026-07-02 07:03:00,,voice,vn_012,0,1,1,2.0,0,0,0,0
message_0349,u_037,business,,business_109,,2026-06-30 12:57:00,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",,,0,1,0,120.0,0,0,0,0
